date,fund_id,fund_name,category,shariah_compliant,nav
2020-03-10,F001,Al Meezan Mutual Fund,Equity,True,71.5304
2020-03-11,F001,Al Meezan Mutual Fund,Equity,True,71.2686
2020-03-12,F001,Al Meezan Mutual Fund,Equity,True,70.4012
2020-03-13,F001,Al Meezan Mutual Fund,Equity,True,69.2978
2020-03-16,F001,Al Meezan Mutual Fund,Equity,True,69.2832
2020-03-17,F001,Al Meezan Mutual Fund,Equity,True,69.6173
2020-03-18,F001,Al Meezan Mutual Fund,Equity,True,69.8697
2020-03-19,F001,Al Meezan Mutual Fund,Equity,True,68.6385
2020-03-20,F001,Al Meezan Mutual Fund,Equity,True,67.8656
2020-03-23,F001,Al Meezan Mutual Fund,Equity,True,67.623
2020-03-24,F001,Al Meezan Mutual Fund,Equity,True,67.9041
2020-03-25,F001,Al Meezan Mutual Fund,Equity,True,67.001
2020-03-26,F001,Al Meezan Mutual Fund,Equity,True,66.3458
2020-03-27,F001,Al Meezan Mutual Fund,Equity,True,64.9641
2020-03-30,F001,Al Meezan Mutual Fund,Equity,True,63.5411
2020-03-31,F001,Al Meezan Mutual Fund,Equity,True,63.6809
2020-04-01,F001,Al Meezan Mutual Fund,Equity,True,64.2365
2020-04-02,F001,Al Meezan Mutual Fund,Equity,True,63.696
2020-04-03,F001,Al Meezan Mutual Fund,Equity,True,63.9822
2020-04-06,F001,Al Meezan Mutual Fund,Equity,True,63.7768
2020-04-07,F001,Al Meezan Mutual Fund,Equity,True,62.8015
2020-04-08,F001,Al Meezan Mutual Fund,Equity,True,62.5997
2020-04-09,F001,Al Meezan Mutual Fund,Equity,True,63.2825
2020-04-10,F001,Al Meezan Mutual Fund,Equity,True,62.7775
2020-04-13,F001,Al Meezan Mutual Fund,Equity,True,63.4822
2020-04-14,F001,Al Meezan Mutual Fund,Equity,True,61.0072
2020-04-15,F001,Al Meezan Mutual Fund,Equity,True,61.1483
2020-04-16,F001,Al Meezan Mutual Fund,Equity,True,60.7505
2020-04-17,F001,Al Meezan Mutual Fund,Equity,True,60.0739
2020-04-20,F001,Al Meezan Mutual Fund,Equity,True,59.6865
2020-04-21,F001,Al Meezan Mutual Fund,Equity,True,57.8123
2020-04-22,F001,Al Meezan Mutual Fund,Equity,True,57.2234
2020-04-23,F001,Al Meezan Mutual Fund,Equity,True,57.0366
2020-04-24,F001,Al Meezan Mutual Fund,Equity,True,57.6175
2020-04-27,F001,Al Meezan Mutual Fund,Equity,True,56.8241
2020-04-28,F001,Al Meezan Mutual Fund,Equity,True,55.8438
2020-04-29,F001,Al Meezan Mutual Fund,Equity,True,55.086
2020-04-30,F001,Al Meezan Mutual Fund,Equity,True,55.2752
2020-05-01,F001,Al Meezan Mutual Fund,Equity,True,55.5181
2020-05-04,F001,Al Meezan Mutual Fund,Equity,True,55.1901
2020-05-05,F001,Al Meezan Mutual Fund,Equity,True,55.5549
2020-05-06,F001,Al Meezan Mutual Fund,Equity,True,55.6446
2020-05-07,F001,Al Meezan Mutual Fund,Equity,True,56.3165
2020-05-08,F001,Al Meezan Mutual Fund,Equity,True,55.8674
2020-05-11,F001,Al Meezan Mutual Fund,Equity,True,55.6728
2020-05-12,F001,Al Meezan Mutual Fund,Equity,True,55.4359
2020-05-13,F001,Al Meezan Mutual Fund,Equity,True,54.4873
2020-05-14,F001,Al Meezan Mutual Fund,Equity,True,54.7054
2020-05-15,F001,Al Meezan Mutual Fund,Equity,True,54.9014
2020-05-18,F001,Al Meezan Mutual Fund,Equity,True,54.9295
2020-05-19,F001,Al Meezan Mutual Fund,Equity,True,54.7996
2020-05-20,F001,Al Meezan Mutual Fund,Equity,True,53.8935
2020-05-21,F001,Al Meezan Mutual Fund,Equity,True,53.6457
2020-05-22,F001,Al Meezan Mutual Fund,Equity,True,53.4492
2020-05-25,F001,Al Meezan Mutual Fund,Equity,True,52.9587
2020-05-26,F001,Al Meezan Mutual Fund,Equity,True,52.8801
2020-05-27,F001,Al Meezan Mutual Fund,Equity,True,53.1602
2020-05-28,F001,Al Meezan Mutual Fund,Equity,True,54.3874
2020-05-29,F001,Al Meezan Mutual Fund,Equity,True,54.5258
2020-06-01,F001,Al Meezan Mutual Fund,Equity,True,54.7189
2020-06-02,F001,Al Meezan Mutual Fund,Equity,True,54.6946
2020-06-03,F001,Al Meezan Mutual Fund,Equity,True,53.4599
2020-06-04,F001,Al Meezan Mutual Fund,Equity,True,53.4669
2020-06-05,F001,Al Meezan Mutual Fund,Equity,True,53.5296
2020-06-08,F001,Al Meezan Mutual Fund,Equity,True,55.136
2020-06-09,F001,Al Meezan Mutual Fund,Equity,True,55.0335
2020-06-10,F001,Al Meezan Mutual Fund,Equity,True,55.2574
2020-06-11,F001,Al Meezan Mutual Fund,Equity,True,55.2593
2020-06-12,F001,Al Meezan Mutual Fund,Equity,True,54.5092
2020-06-15,F001,Al Meezan Mutual Fund,Equity,True,55.2812
2020-06-16,F001,Al Meezan Mutual Fund,Equity,True,55.8049
2020-06-17,F001,Al Meezan Mutual Fund,Equity,True,56.3598
2020-06-18,F001,Al Meezan Mutual Fund,Equity,True,55.7701
2020-06-19,F001,Al Meezan Mutual Fund,Equity,True,56.734
2020-06-22,F001,Al Meezan Mutual Fund,Equity,True,55.8051
2020-06-23,F001,Al Meezan Mutual Fund,Equity,True,56.2233
2020-06-24,F001,Al Meezan Mutual Fund,Equity,True,57.7264
2020-06-25,F001,Al Meezan Mutual Fund,Equity,True,57.0662
2020-06-26,F001,Al Meezan Mutual Fund,Equity,True,56.7041
2020-06-29,F001,Al Meezan Mutual Fund,Equity,True,56.7974
2020-06-30,F001,Al Meezan Mutual Fund,Equity,True,56.4798
2020-07-01,F001,Al Meezan Mutual Fund,Equity,True,55.5672
2020-07-02,F001,Al Meezan Mutual Fund,Equity,True,55.7491
2020-07-03,F001,Al Meezan Mutual Fund,Equity,True,55.175
2020-07-06,F001,Al Meezan Mutual Fund,Equity,True,55.6238
2020-07-07,F001,Al Meezan Mutual Fund,Equity,True,55.1463
2020-07-08,F001,Al Meezan Mutual Fund,Equity,True,56.3071
2020-07-09,F001,Al Meezan Mutual Fund,Equity,True,55.9158
2020-07-10,F001,Al Meezan Mutual Fund,Equity,True,55.8367
2020-07-13,F001,Al Meezan Mutual Fund,Equity,True,56.5186
2020-07-14,F001,Al Meezan Mutual Fund,Equity,True,55.8223
2020-07-15,F001,Al Meezan Mutual Fund,Equity,True,56.1114
2020-07-16,F001,Al Meezan Mutual Fund,Equity,True,57.129
2020-07-17,F001,Al Meezan Mutual Fund,Equity,True,56.167
2020-07-20,F001,Al Meezan Mutual Fund,Equity,True,56.4291
2020-07-21,F001,Al Meezan Mutual Fund,Equity,True,56.7433
2020-07-22,F001,Al Meezan Mutual Fund,Equity,True,57.4147
2020-07-23,F001,Al Meezan Mutual Fund,Equity,True,56.7031
2020-07-24,F001,Al Meezan Mutual Fund,Equity,True,55.9435
2020-07-27,F001,Al Meezan Mutual Fund,Equity,True,56.431
2020-07-28,F001,Al Meezan Mutual Fund,Equity,True,56.7704
2020-07-29,F001,Al Meezan Mutual Fund,Equity,True,57.0801
2020-07-30,F001,Al Meezan Mutual Fund,Equity,True,57.4572
2020-07-31,F001,Al Meezan Mutual Fund,Equity,True,57.1291
2020-08-03,F001,Al Meezan Mutual Fund,Equity,True,57.4283
2020-08-04,F001,Al Meezan Mutual Fund,Equity,True,57.771
2020-08-05,F001,Al Meezan Mutual Fund,Equity,True,57.4173
2020-08-06,F001,Al Meezan Mutual Fund,Equity,True,58.8435
2020-08-07,F001,Al Meezan Mutual Fund,Equity,True,59.3223
2020-08-10,F001,Al Meezan Mutual Fund,Equity,True,58.6196
2020-08-11,F001,Al Meezan Mutual Fund,Equity,True,59.225
2020-08-12,F001,Al Meezan Mutual Fund,Equity,True,58.6774
2020-08-13,F001,Al Meezan Mutual Fund,Equity,True,59.3754
2020-08-14,F001,Al Meezan Mutual Fund,Equity,True,60.3464
2020-08-17,F001,Al Meezan Mutual Fund,Equity,True,59.8999
2020-08-18,F001,Al Meezan Mutual Fund,Equity,True,60.7391
2020-08-19,F001,Al Meezan Mutual Fund,Equity,True,61.1888
2020-08-20,F001,Al Meezan Mutual Fund,Equity,True,61.9423
2020-08-21,F001,Al Meezan Mutual Fund,Equity,True,63.504
2020-08-24,F001,Al Meezan Mutual Fund,Equity,True,63.4726
2020-08-25,F001,Al Meezan Mutual Fund,Equity,True,63.054
2020-08-26,F001,Al Meezan Mutual Fund,Equity,True,62.5354
2020-08-27,F001,Al Meezan Mutual Fund,Equity,True,62.0764
2020-08-28,F001,Al Meezan Mutual Fund,Equity,True,62.1711
2020-08-31,F001,Al Meezan Mutual Fund,Equity,True,62.5779
2020-09-01,F001,Al Meezan Mutual Fund,Equity,True,62.939
2020-09-02,F001,Al Meezan Mutual Fund,Equity,True,63.7179
2020-09-03,F001,Al Meezan Mutual Fund,Equity,True,63.884
2020-09-04,F001,Al Meezan Mutual Fund,Equity,True,65.1548
2020-09-07,F001,Al Meezan Mutual Fund,Equity,True,65.1075
2020-09-08,F001,Al Meezan Mutual Fund,Equity,True,67.3923
2020-09-09,F001,Al Meezan Mutual Fund,Equity,True,68.0634
2020-09-10,F001,Al Meezan Mutual Fund,Equity,True,67.53
2020-09-11,F001,Al Meezan Mutual Fund,Equity,True,66.8277
2020-09-14,F001,Al Meezan Mutual Fund,Equity,True,67.3783
2020-09-15,F001,Al Meezan Mutual Fund,Equity,True,67.3627
2020-09-16,F001,Al Meezan Mutual Fund,Equity,True,68.1049
2020-09-17,F001,Al Meezan Mutual Fund,Equity,True,68.6585
2020-09-18,F001,Al Meezan Mutual Fund,Equity,True,68.7667
2020-09-21,F001,Al Meezan Mutual Fund,Equity,True,68.2364
2020-09-22,F001,Al Meezan Mutual Fund,Equity,True,67.1632
2020-09-23,F001,Al Meezan Mutual Fund,Equity,True,66.9679
2020-09-24,F001,Al Meezan Mutual Fund,Equity,True,67.8202
2020-09-25,F001,Al Meezan Mutual Fund,Equity,True,68.1606
2020-09-28,F001,Al Meezan Mutual Fund,Equity,True,67.3086
2020-09-29,F001,Al Meezan Mutual Fund,Equity,True,67.6134
2020-09-30,F001,Al Meezan Mutual Fund,Equity,True,68.0917
2020-10-01,F001,Al Meezan Mutual Fund,Equity,True,67.5363
2020-10-02,F001,Al Meezan Mutual Fund,Equity,True,67.8264
2020-10-05,F001,Al Meezan Mutual Fund,Equity,True,68.0399
2020-10-06,F001,Al Meezan Mutual Fund,Equity,True,67.2734
2020-10-07,F001,Al Meezan Mutual Fund,Equity,True,67.7271
2020-10-08,F001,Al Meezan Mutual Fund,Equity,True,68.3488
2020-10-09,F001,Al Meezan Mutual Fund,Equity,True,69.4045
2020-10-12,F001,Al Meezan Mutual Fund,Equity,True,70.4522
2020-10-13,F001,Al Meezan Mutual Fund,Equity,True,69.4601
2020-10-14,F001,Al Meezan Mutual Fund,Equity,True,68.8486
2020-10-15,F001,Al Meezan Mutual Fund,Equity,True,69.4428
2020-10-16,F001,Al Meezan Mutual Fund,Equity,True,70.0411
2020-10-19,F001,Al Meezan Mutual Fund,Equity,True,70.6456
2020-10-20,F001,Al Meezan Mutual Fund,Equity,True,74.0848
2020-10-21,F001,Al Meezan Mutual Fund,Equity,True,74.7738
2020-10-22,F001,Al Meezan Mutual Fund,Equity,True,75.9759
2020-10-23,F001,Al Meezan Mutual Fund,Equity,True,77.0318
2020-10-26,F001,Al Meezan Mutual Fund,Equity,True,77.8227
2020-10-27,F001,Al Meezan Mutual Fund,Equity,True,77.719
2020-10-28,F001,Al Meezan Mutual Fund,Equity,True,78.6172
2020-10-29,F001,Al Meezan Mutual Fund,Equity,True,78.0807
2020-10-30,F001,Al Meezan Mutual Fund,Equity,True,78.0501
2020-11-02,F001,Al Meezan Mutual Fund,Equity,True,77.7868
2020-11-03,F001,Al Meezan Mutual Fund,Equity,True,78.0538
2020-11-04,F001,Al Meezan Mutual Fund,Equity,True,80.413
2020-11-05,F001,Al Meezan Mutual Fund,Equity,True,78.8082
2020-11-06,F001,Al Meezan Mutual Fund,Equity,True,79.6503
2020-11-09,F001,Al Meezan Mutual Fund,Equity,True,78.304
2020-11-10,F001,Al Meezan Mutual Fund,Equity,True,78.0524
2020-11-11,F001,Al Meezan Mutual Fund,Equity,True,79.2635
2020-11-12,F001,Al Meezan Mutual Fund,Equity,True,79.5189
2020-11-13,F001,Al Meezan Mutual Fund,Equity,True,78.6853
2020-11-16,F001,Al Meezan Mutual Fund,Equity,True,78.2027
2020-11-17,F001,Al Meezan Mutual Fund,Equity,True,79.032
2020-11-18,F001,Al Meezan Mutual Fund,Equity,True,78.533
2020-11-19,F001,Al Meezan Mutual Fund,Equity,True,78.9294
2020-11-20,F001,Al Meezan Mutual Fund,Equity,True,79.1659
2020-11-23,F001,Al Meezan Mutual Fund,Equity,True,78.7408
2020-11-24,F001,Al Meezan Mutual Fund,Equity,True,80.9596
2020-11-25,F001,Al Meezan Mutual Fund,Equity,True,81.7738
2020-11-26,F001,Al Meezan Mutual Fund,Equity,True,79.9869
2020-11-27,F001,Al Meezan Mutual Fund,Equity,True,80.3618
2020-11-30,F001,Al Meezan Mutual Fund,Equity,True,79.9205
2020-12-01,F001,Al Meezan Mutual Fund,Equity,True,80.9338
2020-12-02,F001,Al Meezan Mutual Fund,Equity,True,80.3624
2020-12-03,F001,Al Meezan Mutual Fund,Equity,True,80.4487
2020-12-04,F001,Al Meezan Mutual Fund,Equity,True,81.1333
2020-12-07,F001,Al Meezan Mutual Fund,Equity,True,82.1749
2020-12-08,F001,Al Meezan Mutual Fund,Equity,True,81.1927
2020-12-09,F001,Al Meezan Mutual Fund,Equity,True,81.0657
2020-12-10,F001,Al Meezan Mutual Fund,Equity,True,80.8023
2020-12-11,F001,Al Meezan Mutual Fund,Equity,True,80.3667
2020-12-14,F001,Al Meezan Mutual Fund,Equity,True,82.2662
2020-12-15,F001,Al Meezan Mutual Fund,Equity,True,82.8676
2020-12-16,F001,Al Meezan Mutual Fund,Equity,True,81.8168
2020-12-17,F001,Al Meezan Mutual Fund,Equity,True,82.9184
2020-12-18,F001,Al Meezan Mutual Fund,Equity,True,85.2331
2020-12-21,F001,Al Meezan Mutual Fund,Equity,True,86.498
2020-12-22,F001,Al Meezan Mutual Fund,Equity,True,85.1328
2020-12-23,F001,Al Meezan Mutual Fund,Equity,True,84.8467
2020-12-24,F001,Al Meezan Mutual Fund,Equity,True,86.3445
2020-12-25,F001,Al Meezan Mutual Fund,Equity,True,85.8228
2020-12-28,F001,Al Meezan Mutual Fund,Equity,True,86.4901
2020-12-29,F001,Al Meezan Mutual Fund,Equity,True,87.506
2020-12-30,F001,Al Meezan Mutual Fund,Equity,True,86.7471
2020-12-31,F001,Al Meezan Mutual Fund,Equity,True,86.8976
2021-01-01,F001,Al Meezan Mutual Fund,Equity,True,83.7306
2021-01-04,F001,Al Meezan Mutual Fund,Equity,True,82.9065
2021-01-05,F001,Al Meezan Mutual Fund,Equity,True,82.8583
2021-01-06,F001,Al Meezan Mutual Fund,Equity,True,81.8207
2021-01-07,F001,Al Meezan Mutual Fund,Equity,True,83.6239
2021-01-08,F001,Al Meezan Mutual Fund,Equity,True,82.3937
2021-01-11,F001,Al Meezan Mutual Fund,Equity,True,82.1604
2021-01-12,F001,Al Meezan Mutual Fund,Equity,True,82.4906
2021-01-13,F001,Al Meezan Mutual Fund,Equity,True,84.1194
2021-01-14,F001,Al Meezan Mutual Fund,Equity,True,82.8761
2021-01-15,F001,Al Meezan Mutual Fund,Equity,True,84.2359
2021-01-18,F001,Al Meezan Mutual Fund,Equity,True,84.4527
2021-01-19,F001,Al Meezan Mutual Fund,Equity,True,83.6649
2021-01-20,F001,Al Meezan Mutual Fund,Equity,True,84.3338
2021-01-21,F001,Al Meezan Mutual Fund,Equity,True,84.7419
2021-01-22,F001,Al Meezan Mutual Fund,Equity,True,84.3391
2021-01-25,F001,Al Meezan Mutual Fund,Equity,True,84.6164
2021-01-26,F001,Al Meezan Mutual Fund,Equity,True,84.4325
2021-01-27,F001,Al Meezan Mutual Fund,Equity,True,84.7543
2021-01-28,F001,Al Meezan Mutual Fund,Equity,True,85.6354
2021-01-29,F001,Al Meezan Mutual Fund,Equity,True,87.4751
2021-02-01,F001,Al Meezan Mutual Fund,Equity,True,86.39
2021-02-02,F001,Al Meezan Mutual Fund,Equity,True,88.813
2021-02-03,F001,Al Meezan Mutual Fund,Equity,True,86.9501
2021-02-04,F001,Al Meezan Mutual Fund,Equity,True,87.0048
2021-02-05,F001,Al Meezan Mutual Fund,Equity,True,87.8322
2021-02-08,F001,Al Meezan Mutual Fund,Equity,True,88.3435
2021-02-09,F001,Al Meezan Mutual Fund,Equity,True,87.8998
2021-02-10,F001,Al Meezan Mutual Fund,Equity,True,87.8956
2021-02-11,F001,Al Meezan Mutual Fund,Equity,True,87.591
2021-02-12,F001,Al Meezan Mutual Fund,Equity,True,87.1861
2021-02-15,F001,Al Meezan Mutual Fund,Equity,True,88.2886
2021-02-16,F001,Al Meezan Mutual Fund,Equity,True,88.8832
2021-02-17,F001,Al Meezan Mutual Fund,Equity,True,88.3619
2021-02-18,F001,Al Meezan Mutual Fund,Equity,True,89.5322
2021-02-19,F001,Al Meezan Mutual Fund,Equity,True,90.0817
2021-02-22,F001,Al Meezan Mutual Fund,Equity,True,91.1811
2021-02-23,F001,Al Meezan Mutual Fund,Equity,True,92.0934
2021-02-24,F001,Al Meezan Mutual Fund,Equity,True,91.4029
2021-02-25,F001,Al Meezan Mutual Fund,Equity,True,91.0124
2021-02-26,F001,Al Meezan Mutual Fund,Equity,True,92.0516
2021-03-01,F001,Al Meezan Mutual Fund,Equity,True,92.9513
2021-03-02,F001,Al Meezan Mutual Fund,Equity,True,93.1558
2021-03-03,F001,Al Meezan Mutual Fund,Equity,True,93.5151
2021-03-04,F001,Al Meezan Mutual Fund,Equity,True,95.178
2021-03-05,F001,Al Meezan Mutual Fund,Equity,True,94.7356
2021-03-08,F001,Al Meezan Mutual Fund,Equity,True,95.5896
2021-03-09,F001,Al Meezan Mutual Fund,Equity,True,95.5919
2021-03-10,F001,Al Meezan Mutual Fund,Equity,True,95.5764
2021-03-11,F001,Al Meezan Mutual Fund,Equity,True,97.0707
2021-03-12,F001,Al Meezan Mutual Fund,Equity,True,98.2701
2021-03-15,F001,Al Meezan Mutual Fund,Equity,True,99.4701
2021-03-16,F001,Al Meezan Mutual Fund,Equity,True,101.2721
2021-03-17,F001,Al Meezan Mutual Fund,Equity,True,101.5458
2021-03-18,F001,Al Meezan Mutual Fund,Equity,True,102.6255
2021-03-19,F001,Al Meezan Mutual Fund,Equity,True,102.4949
2021-03-22,F001,Al Meezan Mutual Fund,Equity,True,103.1447
2021-03-23,F001,Al Meezan Mutual Fund,Equity,True,103.2363
2021-03-24,F001,Al Meezan Mutual Fund,Equity,True,103.6094
2021-03-25,F001,Al Meezan Mutual Fund,Equity,True,104.6032
2021-03-26,F001,Al Meezan Mutual Fund,Equity,True,103.8324
2021-03-29,F001,Al Meezan Mutual Fund,Equity,True,106.6939
2021-03-30,F001,Al Meezan Mutual Fund,Equity,True,105.6673
2021-03-31,F001,Al Meezan Mutual Fund,Equity,True,104.3866
2021-04-01,F001,Al Meezan Mutual Fund,Equity,True,106.093
2021-04-02,F001,Al Meezan Mutual Fund,Equity,True,107.3608
2021-04-05,F001,Al Meezan Mutual Fund,Equity,True,108.4279
2021-04-06,F001,Al Meezan Mutual Fund,Equity,True,109.5111
2021-04-07,F001,Al Meezan Mutual Fund,Equity,True,109.7633
2021-04-08,F001,Al Meezan Mutual Fund,Equity,True,108.8504
2021-04-09,F001,Al Meezan Mutual Fund,Equity,True,109.2161
2021-04-12,F001,Al Meezan Mutual Fund,Equity,True,108.5962
2021-04-13,F001,Al Meezan Mutual Fund,Equity,True,110.133
2021-04-14,F001,Al Meezan Mutual Fund,Equity,True,110.2085
2021-04-15,F001,Al Meezan Mutual Fund,Equity,True,109.3868
2021-04-16,F001,Al Meezan Mutual Fund,Equity,True,109.2329
2021-04-19,F001,Al Meezan Mutual Fund,Equity,True,110.0418
2021-04-20,F001,Al Meezan Mutual Fund,Equity,True,109.567
2021-04-21,F001,Al Meezan Mutual Fund,Equity,True,108.7544
2021-04-22,F001,Al Meezan Mutual Fund,Equity,True,109.3389
2021-04-23,F001,Al Meezan Mutual Fund,Equity,True,109.9282
2021-04-26,F001,Al Meezan Mutual Fund,Equity,True,109.5287
2021-04-27,F001,Al Meezan Mutual Fund,Equity,True,109.178
2021-04-28,F001,Al Meezan Mutual Fund,Equity,True,109.7495
2021-04-29,F001,Al Meezan Mutual Fund,Equity,True,108.1113
2021-04-30,F001,Al Meezan Mutual Fund,Equity,True,106.5502
2021-05-03,F001,Al Meezan Mutual Fund,Equity,True,105.8926
2021-05-04,F001,Al Meezan Mutual Fund,Equity,True,105.8808
2021-05-05,F001,Al Meezan Mutual Fund,Equity,True,106.5353
2021-05-06,F001,Al Meezan Mutual Fund,Equity,True,108.6824
2021-05-07,F001,Al Meezan Mutual Fund,Equity,True,110.0672
2021-05-10,F001,Al Meezan Mutual Fund,Equity,True,110.1256
2021-05-11,F001,Al Meezan Mutual Fund,Equity,True,110.3703
2021-05-12,F001,Al Meezan Mutual Fund,Equity,True,109.3129
2021-05-13,F001,Al Meezan Mutual Fund,Equity,True,109.5565
2021-05-14,F001,Al Meezan Mutual Fund,Equity,True,109.4454
2021-05-17,F001,Al Meezan Mutual Fund,Equity,True,110.1374
2021-05-18,F001,Al Meezan Mutual Fund,Equity,True,109.3139
2021-05-19,F001,Al Meezan Mutual Fund,Equity,True,110.263
2021-05-20,F001,Al Meezan Mutual Fund,Equity,True,112.5612
2021-05-21,F001,Al Meezan Mutual Fund,Equity,True,112.69
2021-05-24,F001,Al Meezan Mutual Fund,Equity,True,113.5094
2021-05-25,F001,Al Meezan Mutual Fund,Equity,True,114.7275
2021-05-26,F001,Al Meezan Mutual Fund,Equity,True,114.4562
2021-05-27,F001,Al Meezan Mutual Fund,Equity,True,115.0444
2021-05-28,F001,Al Meezan Mutual Fund,Equity,True,115.3437
2021-05-31,F001,Al Meezan Mutual Fund,Equity,True,115.7615
2021-06-01,F001,Al Meezan Mutual Fund,Equity,True,114.9713
2021-06-02,F001,Al Meezan Mutual Fund,Equity,True,115.2868
2021-06-03,F001,Al Meezan Mutual Fund,Equity,True,116.2582
2021-06-04,F001,Al Meezan Mutual Fund,Equity,True,118.5675
2021-06-07,F001,Al Meezan Mutual Fund,Equity,True,120.2228
2021-06-08,F001,Al Meezan Mutual Fund,Equity,True,123.6237
2021-06-09,F001,Al Meezan Mutual Fund,Equity,True,122.7882
2021-06-10,F001,Al Meezan Mutual Fund,Equity,True,124.3744
2021-06-11,F001,Al Meezan Mutual Fund,Equity,True,124.9528
2021-06-14,F001,Al Meezan Mutual Fund,Equity,True,128.5424
2021-06-15,F001,Al Meezan Mutual Fund,Equity,True,127.6105
2021-06-16,F001,Al Meezan Mutual Fund,Equity,True,126.6372
2021-06-17,F001,Al Meezan Mutual Fund,Equity,True,126.0366
2021-06-18,F001,Al Meezan Mutual Fund,Equity,True,123.1332
2021-06-21,F001,Al Meezan Mutual Fund,Equity,True,122.658
2021-06-22,F001,Al Meezan Mutual Fund,Equity,True,121.8411
2021-06-23,F001,Al Meezan Mutual Fund,Equity,True,122.3595
2021-06-24,F001,Al Meezan Mutual Fund,Equity,True,123.1611
2021-06-25,F001,Al Meezan Mutual Fund,Equity,True,126.2357
2021-06-28,F001,Al Meezan Mutual Fund,Equity,True,127.9847
2021-06-29,F001,Al Meezan Mutual Fund,Equity,True,127.4123
2021-06-30,F001,Al Meezan Mutual Fund,Equity,True,126.3508
2021-07-01,F001,Al Meezan Mutual Fund,Equity,True,127.1535
2021-07-02,F001,Al Meezan Mutual Fund,Equity,True,125.1963
2021-07-05,F001,Al Meezan Mutual Fund,Equity,True,128.0041
2021-07-06,F001,Al Meezan Mutual Fund,Equity,True,129.8734
2021-07-07,F001,Al Meezan Mutual Fund,Equity,True,129.2006
2021-07-08,F001,Al Meezan Mutual Fund,Equity,True,126.6027
2021-07-09,F001,Al Meezan Mutual Fund,Equity,True,128.7165
2021-07-12,F001,Al Meezan Mutual Fund,Equity,True,128.5975
